condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,anomaly,57,19,0.9824561403508771,1.0,1114.0350877192982,0.0,0.0,5279.999999999977,0.8888888888888888,0.0,0.017543859649122806
anomaly_direction,normal,375,125,0.992,0.9946666666666667,885.3333333333334,0.0,0.0,4840.000000000009,0.7272727272727273,0.0,0.016
difficulty_failure,hit_day,420,140,1.0,1.0,793.0952380952381,0.0,0.0,3819.999999999982,0.8846153846153846,0.0,0.007142857142857143
difficulty_failure,miss_day,12,4,0.6666666666666666,0.8333333333333334,5200.0,850.0,6450.0,20654.999999999993,0.2,0.0,0.3333333333333333
pred_span_quartile,Q1,108,86,0.9722222222222222,0.9814814814814815,2892.5925925925926,0.0,2425.0,15389.999999999995,0.7222222222222222,0.0,0.046296296296296294
pred_span_quartile,Q2,108,87,1.0,1.0,612.9629629629629,0.0,0.0,2459.9999999999964,0.9090909090909091,0.0,0.009259259259259259
pred_span_quartile,Q3,108,79,0.9907407407407407,1.0,154.62962962962962,0.0,0.0,600.0,0.5,0.0,0.009259259259259259
pred_span_quartile,Q4,108,87,1.0,1.0,1.8518518518518519,0.0,0.0,0.0,,,0.0
weekday,fri_sat,126,42,1.0,1.0,434.92063492063494,0.0,0.0,2275.0,1.0,,0.0
weekday,mon_thu,183,61,0.994535519125683,1.0,765.0273224043716,0.0,0.0,3780.000000000001,0.9,0.0,0.00546448087431694
weekday,sunday,63,21,0.9682539682539683,0.9841269841269841,1911.111111111111,0.0,0.0,14459.999999999993,0.16666666666666666,0.0,0.07936507936507936
weekday,wednesday,60,20,0.9833333333333333,0.9833333333333333,1338.3333333333333,0.0,0.0,7534.999999999998,0.8333333333333334,0.0,0.016666666666666666
