hall,offset_days,date,other_date,budget_index,other_budget_index,delta_budget_index,same_regime
金時,1,2025-01-01,2025-01-02,7.978579849718044,-0.597690825052864,-8.576270674770909,False
金時,1,2025-01-02,2025-01-03,-0.597690825052864,-0.4118872027336425,0.18580362231922148,True
金時,1,2025-01-03,2025-01-04,-0.4118872027336425,-5.195050678437142,-4.7831634757035,False
金時,1,2025-01-04,2025-01-05,-5.195050678437142,-10.888003179542796,-5.692952501105654,True
金時,1,2025-01-05,2025-01-06,-10.888003179542796,7.462255647569151,18.350258827111947,False
金時,1,2025-01-06,2025-01-07,7.462255647569151,-3.3924765717056817,-10.854732219274833,False
金時,1,2025-01-07,2025-01-08,-3.3924765717056817,-0.7614037858002882,2.6310727859053937,False
金時,1,2025-01-08,2025-01-09,-0.7614037858002882,-14.251211360481838,-13.48980757468155,False
金時,1,2025-01-09,2025-01-10,-14.251211360481838,-0.010387969899818418,14.240823390582019,False
金時,1,2025-01-10,2025-01-11,-0.010387969899818418,0.09302221949901686,0.10341018939883528,True
金時,1,2025-01-11,2025-01-12,0.09302221949901686,7.64648731175831,7.553465092259294,False
金時,1,2025-01-12,2025-01-13,7.64648731175831,-2.3236799502886205,-9.970167262046932,False
金時,1,2025-01-13,2025-01-14,-2.3236799502886205,-1.797415454527012,0.5262644957616085,True
金時,1,2025-01-14,2025-01-15,-1.797415454527012,-2.3781668457830563,-0.5807513912560442,True
金時,1,2025-01-15,2025-01-16,-2.3781668457830563,-5.903012809869858,-3.5248459640868015,True
金時,1,2025-01-16,2025-01-17,-5.903012809869858,-3.498086098361845,2.4049267115080126,True
金時,1,2025-01-17,2025-01-18,-3.498086098361845,-2.131882468875349,1.3662036294864963,True
金時,1,2025-01-18,2025-01-19,-2.131882468875349,-6.613283763494674,-4.4814012946193245,True
金時,1,2025-01-19,2025-01-20,-6.613283763494674,8.772482191349521,15.385765954844196,False
金時,1,2025-01-20,2025-01-21,8.772482191349521,-6.315758830917151,-15.088241022266672,False
金時,1,2025-01-21,2025-01-22,-6.315758830917151,2.3312716026923774,8.647030433609528,False
金時,1,2025-01-22,2025-01-23,2.3312716026923774,-4.751362896068813,-7.082634498761191,False
金時,1,2025-01-23,2025-01-24,-4.751362896068813,-3.4559889485456816,1.2953739475231316,True
金時,1,2025-01-24,2025-01-25,-3.4559889485456816,10.09431985605912,13.5503088046048,False
金時,1,2025-01-25,2025-01-26,10.09431985605912,0.07297849566994259,-10.021341360389176,False
金時,1,2025-01-26,2025-01-27,0.07297849566994259,-0.4225874453466583,-0.4955659410166009,True
金時,1,2025-01-27,2025-01-28,-0.4225874453466583,4.206563974465722,4.629151419812381,False
金時,1,2025-01-28,2025-01-29,4.206563974465722,7.364198534002754,3.1576345595370316,True
金時,1,2025-01-29,2025-01-30,7.364198534002754,-6.667951048979116,-14.03214958298187,False
金時,1,2025-01-30,2025-01-31,-6.667951048979116,-12.856556719053822,-6.188605670074706,True
金時,1,2025-01-31,2025-02-01,-12.856556719053822,-3.5501642358768266,9.306392483176996,True
金時,1,2025-02-01,2025-02-02,-3.5501642358768266,3.384733410049866,6.934897645926693,False
金時,1,2025-02-02,2025-02-03,3.384733410049866,7.046744008806842,3.662010598756976,True
金時,1,2025-02-03,2025-02-04,7.046744008806842,1.2181630101806475,-5.828580998626194,True
金時,1,2025-02-04,2025-02-05,1.2181630101806475,0.11388309421431309,-1.1042799159663343,False
金時,1,2025-02-07,2025-02-08,9.568660220444869,-3.1646257025713433,-12.733285923016211,False
金時,1,2025-02-08,2025-02-09,-3.1646257025713433,6.009417470253201,9.174043172824543,False
金時,1,2025-02-09,2025-02-10,6.009417470253201,6.46628741098878,0.4568699407355794,True
金時,1,2025-02-10,2025-02-11,6.46628741098878,-9.47024249737262,-15.9365299083614,False
金時,1,2025-02-11,2025-02-12,-9.47024249737262,-5.516943181090257,3.9532993162823633,True
金時,1,2025-02-12,2025-02-13,-5.516943181090257,0.06438429023318311,5.58132747132344,False
金時,1,2025-02-13,2025-02-14,0.06438429023318311,-2.1586046259682576,-2.222988916201441,False
金時,1,2025-02-16,2025-02-17,-0.02350783439312547,-9.172551355132677,-9.149043520739552,False
金時,1,2025-02-17,2025-02-18,-9.172551355132677,-11.875815740715387,-2.7032643855827097,True
