baseline,variant,segment,event_type,n_days,acf_acf_lag1,acf_acf_lag2,acf_acf_lag3,acf_acf_threshold,acf_serial_correlation_detected,acf_recommended_bootstrap,additive_mean_diff,additive_ci_lower,additive_ci_upper,additive_se,p_value_wilcoxon,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,wins,losses,ties,win_pct,p_value_sign,lift_t2500_pooled_diff,lift_t2500_ci_lower,lift_t2500_ci_upper,lift_t2500_p_value,lift_t3500_pooled_diff,lift_t3500_ci_lower,lift_t3500_ci_upper,lift_t3500_p_value,lift_t4500_pooled_diff,lift_t4500_ci_lower,lift_t4500_ci_upper,lift_t4500_p_value,q_value_wilcoxon,q_value_sign,lift_t2500_q_value,lift_t3500_q_value,lift_t4500_q_value
v6a_hit_an,v11_seg_weights,2F_L_N,event,68,0.0,0.0,0.0,0.24253562503633297,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,68,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,2F_L_N,non_event,189,-0.048546457684517805,-0.03891754958585282,-0.04274870344430811,0.14547859349066158,False,iid,32.94176706827309,-20.881609772423026,87.37846385542169,27.215977733030208,0.23354073957946264,27.04268136375288,39.14553960522942,0,False,105,83,1,55.9,0.12540008404533773,-0.021072705601906883,-0.06637229839646763,0.024021940989653524,0.365,-0.02842997313542739,-0.08697759805905031,0.030717446250850138,0.3344,-0.03737229053603364,-0.11212424342833058,0.038497867104130036,0.3172,0.23354073957946264,0.7524005042720263,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,2F_R_N,event,68,0.0,0.0,0.0,0.24253562503633297,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,68,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,2F_R_N,non_event,189,0.0,0.0,0.0,0.14547859349066158,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,189,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_L_A,event,68,0.0,0.0,0.0,0.24253562503633297,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,68,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_L_A,non_event,189,0.0,0.0,0.0,0.14547859349066158,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,189,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_L_N,event,68,0.0,0.0,0.0,0.24253562503633297,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,68,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_L_N,non_event,189,0.0,0.0,0.0,0.14547859349066158,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,189,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_R_A,event,68,0.0,0.0,0.0,0.24253562503633297,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,68,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_R_A,non_event,189,-0.14189285038232433,-0.0025857578813446754,-0.00986569456825589,0.14547859349066158,False,iid,22.07496653279786,5.48460508701473,38.483550870147255,8.413765028243855,0.001437742665631815,19.92739041271469,24.05700461420149,0,False,118,69,2,63.1,0.00041831786088663615,0.016423870999521695,-0.007211861808774346,0.040502019635251,0.1758,-0.013314053768139322,-0.03932024616367909,0.012141734300246329,0.3018,-0.05039382194962361,-0.08388942222050805,-0.021536169879395148,0.0,0.004313227996895445,0.005019814330639634,1.0,1.0,0.0
v6a_hit_an,v11_seg_weights,3F_R_N,event,68,0.0,0.0,0.0,0.24253562503633297,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,68,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
v6a_hit_an,v11_seg_weights,3F_R_N,non_event,189,-0.022430975885838797,-0.00817339645000176,-0.06603001835802311,0.14547859349066158,False,iid,34.978580990629176,-10.539374163319934,80.43765060240962,23.52169550362628,0.1053154245092422,29.75381312483978,39.98061394514227,0,False,101,87,1,53.7,0.3430902789249582,0.004052443384982007,-0.031174524089698053,0.04020700439855323,0.823,0.025521702127659474,-0.020608291378994753,0.07387804856575554,0.2946,0.03992220736598995,-0.022549654025875443,0.10417179686286704,0.2154,0.1579731367638633,1.0,1.0,1.0,1.0
