hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,diff_share,excess_vs_hall_day,hit104_lift_vs_hall_day
蒲田1,20250101,machine_category,at_smart,34,204513,83800,2464.705882352941,0.8235294117647058,0.7352941176470589,0.13293133639175136,0.29066944155393687,1708.0129689671144,0.3468426740775051
蒲田1,20250101,machine_category,hana_oki,30,121065,2800,93.33333333333333,0.5333333333333333,0.43333333333333335,0.07869099881311888,0.009712105445716268,-663.3595800524934,0.04488188976377955
蒲田1,20250101,machine_category,juggler,117,494887,19300,164.95726495726495,0.4188034188034188,0.27350427350427353,0.32167143542417675,0.06694415539368713,-591.7356484285617,-0.11494717006528027
蒲田1,20250101,machine_category,other,200,718021,182400,912.0,0.45,0.39,0.466706229370953,0.6326742976066597,155.30708661417327,0.001548556430446213
蒲田1,20250102,machine_category,at_smart,34,99775,14800,435.29411764705884,0.5588235294117647,0.5,0.06926183646778865,-0.20498614958448755,623.8058669943173,0.2310704960835509
蒲田1,20250102,machine_category,hana_oki,30,120789,-39000,-1300.0,0.16666666666666666,0.13333333333333333,0.08384934066757928,0.5401662049861495,-1111.4882506527415,-0.13559617058311577
蒲田1,20250102,machine_category,juggler,117,533910,4300,36.75213675213675,0.4017094017094017,0.23076923076923078,0.3706297881084143,-0.05955678670360111,225.26388609939522,-0.038160273147218315
蒲田1,20250102,machine_category,other,202,686074,-52300,-258.91089108910893,0.297029702970297,0.2722772277227723,0.4762590347562178,0.724376731301939,-70.39914174185046,0.0033477238063231995
蒲田1,20250103,machine_category,at_smart,34,174489,33400,982.3529411764706,0.47058823529411764,0.4411764705882353,0.07692599341084023,0.6018018018018018,837.4443249884811,0.08608508677622484
蒲田1,20250103,machine_category,hana_oki,30,162131,-1400,-46.666666666666664,0.43333333333333335,0.4,0.07147779079307542,-0.025225225225225224,-191.57528285465622,0.04490861618798958
蒲田1,20250103,machine_category,juggler,117,881700,80500,688.034188034188,0.5897435897435898,0.38461538461538464,0.38871016734772873,1.4504504504504505,543.1255718461985,0.029524000803374195
蒲田1,20250103,machine_category,other,202,1049951,-57000,-282.1782178217822,0.37623762376237624,0.31683168316831684,0.4628860484483556,-1.027027027027027,-427.0868340097718,-0.038259700643693606
蒲田1,20250104,machine_category,at_smart,34,164844,1200,35.294117647058826,0.29411764705882354,0.2647058823529412,0.07838781052522457,0.016042780748663103,-160.00614344954693,-0.056442942712332966
蒲田1,20250104,machine_category,hana_oki,30,181940,15800,526.6666666666666,0.6,0.4666666666666667,0.08651742403095873,0.21122994652406418,331.3664055700609,0.14551784160139253
蒲田1,20250104,machine_category,juggler,117,792695,23500,200.85470085470087,0.5213675213675214,0.3076923076923077,0.3769480567342026,0.3141711229946524,5.554439758095128,-0.013456517372966437
蒲田1,20250104,machine_category,other,202,963450,34300,169.8019801980198,0.38613861386138615,0.31683168316831684,0.45814670870961405,0.4585561497326203,-25.498280898585932,-0.0043171418969573105
蒲田1,20250105,machine_category,at_smart,34,130257,24500,720.5882352941177,0.4411764705882353,0.4117647058823529,0.07846963222762862,-0.3913738019169329,884.0347104899402,0.14805713408078636
蒲田1,20250105,machine_category,hana_oki,30,113293,-7300,-243.33333333333334,0.3333333333333333,0.26666666666666666,0.06825015196085224,0.11661341853035144,-79.8868581375109,0.002959094865100098
蒲田1,20250105,machine_category,juggler,117,657769,15700,134.18803418803418,0.36752136752136755,0.23076923076923078,0.39625426288594895,-0.2507987220447284,297.63450938385665,-0.03293834103233578
蒲田1,20250105,machine_category,other,202,758648,-95500,-472.7722772277228,0.2871287128712871,0.25742574257425743,0.4570259529255702,1.52555910543131,-309.32580203190037,-0.0062818292273091325
蒲田1,20250106,machine_category,at_smart,33,67340,2400,72.72727272727273,0.2727272727272727,0.24242424242424243,0.06633326011129094,0.12834224598930483,20.92671871065224,-0.05397464954251657
蒲田1,20250106,machine_category,hana_oki,29,77046,-6300,-217.24137931034483,0.5517241379310345,0.3793103448275862,0.07589415441839206,-0.33689839572192515,-269.0419333269653,0.08291145286082718
蒲田1,20250106,machine_category,juggler,117,369227,5200,44.44444444444444,0.4017094017094017,0.24786324786324787,0.3637070185790261,0.27807486631016043,-7.356109572176052,-0.04853564410351113
蒲田1,20250106,machine_category,other,182,501564,17400,95.6043956043956,0.35714285714285715,0.3241758241758242,0.4940655668912909,0.93048128342246,43.80384158777511,0.027776932209065186
蒲田1,20250107,machine_category,at_smart,34,180275,3000,88.23529411764706,0.4117647058823529,0.3235294117647059,0.0857482608954159,0.03537735849056604,-133.17462755337124,-0.01328520964521579
蒲田1,20250107,machine_category,hana_oki,30,127776,-8300,-276.6666666666667,0.43333333333333335,0.3,0.06077697841726619,-0.09787735849056604,-498.07658833768494,-0.0368146214099217
蒲田1,20250107,machine_category,juggler,117,736773,22300,190.5982905982906,0.4444444444444444,0.3247863247863248,0.3504479457756109,0.26297169811320753,-30.811631072727693,-0.01202829662359689
蒲田1,20250107,machine_category,other,202,1057551,67800,335.64356435643566,0.41089108910891087,0.35148514851485146,0.503026814911707,0.7995283018867925,114.23364268541738,0.014670527104929776
蒲田1,20250108,machine_category,at_smart,34,101649,7000,205.88235294117646,0.38235294117647056,0.38235294117647056,0.08552281752709161,0.21084337349397592,117.34901960784313,0.08901960784313723
蒲田1,20250108,machine_category,hana_oki,29,56901,-4600,-158.6206896551724,0.3448275862068966,0.27586206896551724,0.047873897825940634,-0.13855421686746988,-247.15402298850574,-0.017471264367816097
蒲田1,20250108,machine_category,juggler,117,476590,9700,82.90598290598291,0.3504273504273504,0.23076923076923078,0.40098101904826006,0.2921686746987952,-5.627350427350422,-0.06256410256410255
蒲田1,20250108,machine_category,other,195,553420,21100,108.2051282051282,0.3435897435897436,0.31794871794871793,0.4656222655987077,0.6355421686746988,19.671794871794873,0.024615384615384595
蒲田1,20250109,machine_category,at_smart,31,82079,-1200,-38.70967741935484,0.3870967741935484,0.3548387096774194,0.07468897414244947,0.09836065573770492,-6.176344086021508,0.0668387096774194
蒲田1,20250109,machine_category,hana_oki,30,66742,-10500,-350.0,0.3333333333333333,0.3,0.06073284898957545,0.860655737704918,-317.4666666666667,0.01200000000000001
蒲田1,20250109,machine_category,juggler,117,431763,12000,102.56410256410257,0.3076923076923077,0.23076923076923078,0.3928889916137674,-0.9836065573770492,135.0974358974359,-0.057230769230769196
蒲田1,20250109,machine_category,other,197,518360,-12500,-63.45177664974619,0.3350253807106599,0.3096446700507614,0.47168918525420767,1.0245901639344261,-30.918443316412862,0.021644670050761428
蒲田1,20250110,machine_category,at_smart,34,166934,23900,702.9411764705883,0.4411764705882353,0.4411764705882353,0.08177375180818384,-4.78,715.9960067577946,0.15135923821225616
蒲田1,20250110,machine_category,hana_oki,30,86656,-16000,-533.3333333333334,0.3,0.23333333333333334,0.04244902917733942,3.2,-520.2785030461271,-0.05648389904264578
蒲田1,20250110,machine_category,juggler,117,746226,7400,63.24786324786325,0.47863247863247865,0.23076923076923078,0.36554386593991517,-1.48,76.30269353506952,-0.059048001606748335
蒲田1,20250110,machine_category,other,202,1041597,-20300,-100.4950495049505,0.3564356435643564,0.3069306930693069,0.5102333530745616,4.06,-87.44021921774423,0.01711346069332781
蒲田1,20250111,machine_category,at_smart,34,215152,84400,2482.3529411764707,0.8823529411764706,0.8235294117647058,0.0939599777450339,0.6037195994277539,2117.3398863461834,0.45016126555060665
蒲田1,20250111,machine_category,hana_oki,30,148609,-26600,-886.6666666666666,0.3333333333333333,0.23333333333333334,0.06489969106822964,-0.19027181688125894,-1251.6797214969538,-0.14003481288076586
蒲田1,20250111,machine_category,juggler,117,823230,-6500,-55.55555555555556,0.46153846153846156,0.24786324786324787,0.359516399936065,-0.046494992846924176,-420.56861038584276,-0.12550489835085132
蒲田1,20250111,machine_category,other,202,1102835,88500,438.1188118811881,0.4405940594059406,0.3910891089108911,0.48162393125067143,0.6330472103004292,73.10575705090088,0.01772096269679191
蒲田1,20250112,machine_category,at_smart,34,110788,-6900,-202.94117647058823,0.35294117647058826,0.29411764705882354,0.08461123114274957,0.09465020576131687,-10.08403361344537,0.045440398381574876
蒲田1,20250112,machine_category,hana_oki,30,98954,-9700,-323.3333333333333,0.3,0.3,0.07557334518629852,0.13305898491083676,-130.47619047619045,0.051322751322751325
蒲田1,20250112,machine_category,juggler,117,522966,-11700,-100.0,0.3504273504273504,0.19658119658119658,0.39940063098710304,0.16049382716049382,92.85714285714286,-0.05209605209605209
蒲田1,20250112,machine_category,other,197,576669,-44600,-226.39593908629442,0.2893401015228426,0.2639593908629442,0.44041479268384887,0.6117969821673526,-33.53879622915156,0.015282142185695513
蒲田1,20250113,machine_category,at_smart,34,180380,13600,400.0,0.4117647058823529,0.3235294117647059,0.08391234932248616,0.5093632958801498,330.28720626631855,-0.015896175702657
蒲田1,20250113,machine_category,hana_oki,30,136862,-11300,-376.6666666666667,0.36666666666666664,0.2,0.06366787866157059,-0.4232209737827715,-446.37946040034814,-0.1394255874673629
蒲田1,20250113,machine_category,juggler,117,804695,61600,526.4957264957264,0.5299145299145299,0.3504273504273504,0.3743422105447278,2.3071161048689137,456.782932762045,0.011001762959987504
蒲田1,20250113,machine_category,other,202,1027687,-37200,-184.15841584158414,0.40594059405940597,0.3564356435643564,0.47807756147121544,-1.3932584269662922,-253.8712095752656,0.01701005609699352
蒲田1,20250114,machine_category,at_smart,32,63246,-4700,-146.875,0.375,0.28125,0.07356110610334099,0.28313253012048195,-101.14497245179064,-0.013515840220385655
蒲田1,20250114,machine_category,hana_oki,29,63865,-200,-6.896551724137931,0.5517241379310345,0.4482758620689655,0.07428106190573115,0.012048192771084338,38.833475824071435,0.15351002184857987
蒲田1,20250114,machine_category,juggler,117,304090,300,2.5641025641025643,0.3418803418803419,0.23931623931623933,0.35368555726788986,-0.018072289156626505,48.294130112311926,-0.05544960090414633
蒲田1,20250114,machine_category,other,185,428574,-12000,-64.86486486486487,0.32432432432432434,0.3081081081081081,0.498472274723038,0.7228915662650602,-19.134837316655506,0.01334226788772247
蒲田1,20250115,machine_category,at_smart,33,51665,8300,251.5151515151515,0.5151515151515151,0.3939393939393939,0.054127418656961135,-1.456140350877193,267.04648666501527,0.11873503426636939
蒲田1,20250115,machine_category,hana_oki,29,55659,-9100,-313.7931034482759,0.3448275862068966,0.3103448275862069,0.05831177770304461,1.5964912280701755,-298.2617682984121,0.03514046791318237
蒲田1,20250115,machine_category,juggler,117,400906,1200,10.256410256410257,0.3162393162393162,0.23076923076923078,0.42001368245596943,-0.21052631578947367,25.78774540627402,-0.04443512890379375
蒲田1,20250115,machine_category,other,188,446277,-6100,-32.4468085106383,0.324468085106383,0.2765957446808511,0.46754712118402486,1.0701754385964912,-16.915473360774538,0.00139138500782654
蒲田1,20250116,machine_category,at_smart,31,49261,-8400,-270.96774193548384,0.2903225806451613,0.22580645161290322,0.06555825862913357,0.27722772277227725,-183.39548760022373,-0.03141898191310835
蒲田1,20250116,machine_category,hana_oki,29,50103,-100,-3.4482758620689653,0.4827586206896552,0.41379310344827586,0.066678821625535,0.0033003300330033004,84.12397847319114,0.15656766992226429
蒲田1,20250116,machine_category,juggler,117,294965,-21800,-186.32478632478632,0.2222222222222222,0.13675213675213677,0.3925497199923344,0.7194719471947195,-98.7525319895262,-0.1204732967738748
蒲田1,20250116,machine_category,other,169,357079,0,0.0,0.33727810650887574,0.31952662721893493,0.47521319975299703,-0.0,87.57225433526011,0.06230119369292336
蒲田1,20250117,machine_category,at_smart,33,162368,29500,893.939393939394,0.48484848484848486,0.42424242424242425,0.08181124682944133,0.3224043715846995,654.4105981278757,0.08392828811676978
蒲田1,20250117,machine_category,hana_oki,30,113205,-10400,-346.6666666666667,0.36666666666666664,0.3,0.057039824333162355,-0.11366120218579236,-586.195462478185,-0.04031413612565449
蒲田1,20250117,machine_category,juggler,117,709062,20100,171.7948717948718,0.4358974358974359,0.2564102564102564,0.35727019055095416,0.21967213114754097,-67.73392401664654,-0.08390387971539809
蒲田1,20250117,machine_category,other,202,1000031,52300,258.91089108910893,0.4405940594059406,0.3811881188118812,0.5038787382864421,0.571584699453552,19.382095277590594,0.04087398268622672
蒲田1,20250118,machine_category,at_smart,33,182397,4700,142.42424242424244,0.48484848484848486,0.36363636363636365,0.08198741850006405,0.034156976744186045,-217.7851816595272,0.002379819133745853
蒲田1,20250118,machine_category,hana_oki,30,159644,-8900,-296.6666666666667,0.4,0.3333333333333333,0.07175994911662048,-0.06468023255813954,-656.8760907504363,-0.02792321116928448
蒲田1,20250118,machine_category,juggler,117,815806,31900,272.64957264957263,0.49572649572649574,0.3076923076923077,0.3667046494013786,0.2318313953488372,-87.55985143419701,-0.053564236810310084
蒲田1,20250118,machine_category,other,202,1066848,109900,544.059405940594,0.4801980198019802,0.39603960396039606,0.47954798298193685,0.7986918604651163,183.8499818568244,0.034783059457778265
蒲田1,20250119,machine_category,at_smart,33,117202,-29700,-900.0,0.21212121212121213,0.15151515151515152,0.08972463733721418,0.1717755928282244,-443.79947229551453,-0.06748220996242105
蒲田1,20250119,machine_category,hana_oki,30,105022,-14300,-476.6666666666667,0.3,0.2,0.08040017117821291,0.08270676691729323,-20.46613896218122,-0.018997361477572555
蒲田1,20250119,machine_category,juggler,117,479913,-35900,-306.8376068376068,0.3076923076923077,0.1623931623931624,0.36740004333044207,0.20763447079236552,149.36292086687865,-0.05660419908441017
蒲田1,20250119,machine_category,other,199,604104,-93000,-467.33668341708545,0.3015075376884422,0.2663316582914573,0.4624751481541308,0.5378831694621168,-11.136155712599987,0.04733429681388471
蒲田1,20250120,machine_category,at_smart,30,59263,-14600,-486.6666666666667,0.16666666666666666,0.16666666666666666,0.0657072372980015,0.5551330798479087,-414.0147329650092,-0.0681399631675875
蒲田1,20250120,machine_category,hana_oki,29,55391,-400,-13.793103448275861,0.3793103448275862,0.3103448275862069,0.06141419741109294,0.015209125475285171,58.8588302533816,0.07553819775195275
蒲田1,20250120,machine_category,juggler,117,352158,-27600,-235.89743589743588,0.28205128205128205,0.13675213675213677,0.39045153421847717,1.049429657794677,-163.24550219577844,-0.09805449308211739
蒲田1,20250120,machine_category,other,186,435113,16300,87.63440860215054,0.3279569892473118,0.2956989247311828,0.4824270310724284,-0.6197718631178707,160.286342303808,0.060892294896928656
蒲田1,20250121,machine_category,at_smart,33,184556,22400,678.7878787878788,0.5757575757575758,0.3333333333333333,0.11703128765107991,0.7593220338983051,601.1562998405103,0.02280701754385961
蒲田1,20250121,machine_category,hana_oki,29,66529,-7300,-251.72413793103448,0.4482758620689655,0.41379310344827586,0.04218759908178924,-0.24745762711864408,-329.3557168784029,0.10326678765880215
蒲田1,20250121,machine_category,juggler,117,524192,19200,164.10256410256412,0.39316239316239315,0.23931623931623933,0.33240244010704006,0.6508474576271186,86.47098515519569,-0.07121007647323438
蒲田1,20250121,machine_category,other,201,801703,-4800,-23.880597014925375,0.3880597014925373,0.3333333333333333,0.5083786731600908,-0.16271186440677965,-101.5121759622938,0.02280701754385961
蒲田1,20250122,machine_category,at_smart,33,157621,-15400,-466.6666666666667,0.3939393939393939,0.3333333333333333,0.08620819787614802,-0.5724907063197026,-537.2703412073491,0.018372703412073477
蒲田1,20250122,machine_category,hana_oki,30,100028,-200,-6.666666666666667,0.3,0.26666666666666666,0.05470865948798278,-0.007434944237918215,-77.27034120734909,-0.048293963254593175
蒲田1,20250122,machine_category,juggler,117,617894,4500,38.46153846153846,0.4017094017094017,0.2564102564102564,0.3379468993248653,0.16728624535315986,-32.14213607914396,-0.05855037351100345
蒲田1,20250122,machine_category,other,201,952833,38000,189.0547263681592,0.42786069651741293,0.35323383084577115,0.5211362433110038,1.412639405204461,118.45105182747679,0.03827320092451131
蒲田1,20250123,machine_category,at_smart,33,73061,-11300,-342.42424242424244,0.2727272727272727,0.21212121212121213,0.07298225214993022,0.8968253968253969,-308.3701883701884,-0.05274365274365275
蒲田1,20250123,machine_category,hana_oki,30,66100,3200,106.66666666666667,0.4,0.36666666666666664,0.06602875497338372,-0.25396825396825395,140.72072072072072,0.10180180180180176
蒲田1,20250123,machine_category,juggler,117,393047,1300,11.11111111111111,0.27350427350427353,0.1794871794871795,0.3926233593952126,-0.10317460317460317,45.16516516516516,-0.08537768537768539
蒲田1,20250123,machine_category,other,190,468871,-5800,-30.526315789473685,0.3105263157894737,0.3105263157894737,0.4683656334814735,0.4603174603174603,3.527738264580371,0.045661450924608826
蒲田1,20250124,machine_category,at_smart,33,74488,-9300,-281.8181818181818,0.3939393939393939,0.3333333333333333,0.08570942011975938,0.11495673671199011,-56.469992403140026,0.06870937790157844
蒲田1,20250124,machine_category,hana_oki,28,56042,-7800,-278.57142857142856,0.32142857142857145,0.25,0.064484579024159,0.09641532756489493,-53.22323915638677,-0.014623955431754876
蒲田1,20250124,machine_category,juggler,117,328418,-19000,-162.39316239316238,0.3076923076923077,0.19658119658119658,0.3778933027721396,0.23485784919653893,62.9550270218794,-0.0680427588505583
蒲田1,20250124,machine_category,other,181,410128,-44800,-247.51381215469613,0.32044198895027626,0.2983425414364641,0.47191269808394204,0.553770086526576,-22.16562273965434,0.03371858600470923
蒲田1,20250125,machine_category,at_smart,33,159023,-400,-12.121212121212121,0.45454545454545453,0.42424242424242425,0.07359232233032713,-0.0030234315948601664,-358.45629065524355,0.06298587973980646
蒲田1,20250125,machine_category,hana_oki,30,126075,-7500,-250.0,0.3333333333333333,0.16666666666666666,0.05834471766848816,-0.05668934240362812,-596.3350785340315,-0.19458987783595114
蒲田1,20250125,machine_category,juggler,117,870257,70900,605.982905982906,0.5470085470085471,0.38461538461538464,0.40273566499326197,0.5359032501889645,259.6478274488746,0.023358840112766843
蒲田1,20250125,machine_category,other,202,1005509,69300,343.0693069306931,0.4306930693069307,0.36633663366336633,0.46532729500792275,0.5238095238095238,-3.265771603338351,0.0050800891607485354
蒲田1,20250126,machine_category,at_smart,33,104207,-8600,-260.6060606060606,0.36363636363636365,0.2727272727272727,0.07766481610251663,0.09327548806941431,-17.334292796034248,0.035260254257615725
蒲田1,20250126,machine_category,hana_oki,30,114568,6300,210.0,0.43333333333333335,0.4,0.08538680368145254,-0.06832971800433839,453.2717678100264,0.16253298153034304
蒲田1,20250126,machine_category,juggler,117,454905,-38600,-329.9145299145299,0.3076923076923077,0.17094017094017094,0.3390378109830945,0.41865509761388287,-86.64276210450353,-0.06652684752948604
蒲田1,20250126,machine_category,other,199,668073,-51300,-257.7889447236181,0.2864321608040201,0.24623115577889448,0.4979105692329363,0.5563991323210412,-14.517176913591726,0.008764137309237502
