seed,date,weekday,excess
42,2026-01-29 00:00:00,Thursday,941.7643207855974
42,2026-01-30 00:00:00,Friday,0.0
42,2026-01-31 00:00:00,Saturday,111.17637917637916
42,2026-02-01 00:00:00,Sunday,916.6122766122767
42,2026-02-02 00:00:00,Monday,1261.1909965034965
42,2026-02-03 00:00:00,Tuesday,1053.4813013073883
42,2026-02-04 00:00:00,Wednesday,924.3155594405595
42,2026-02-05 00:00:00,Thursday,799.3289689034369
42,2026-02-06 00:00:00,Friday,982.5168165168166
42,2026-02-07 00:00:00,Saturday,1214.9402210692533
42,2026-02-08 00:00:00,Sunday,1152.2288822288822
42,2026-02-09 00:00:00,Monday,1393.880077369439
42,2026-02-10 00:00:00,Tuesday,998.8666958041958
42,2026-02-11 00:00:00,Wednesday,1375.406040767743
42,2026-02-12 00:00:00,Thursday,447.94671994672
42,2026-02-13 00:00:00,Friday,543.8382867132867
42,2026-02-14 00:00:00,Saturday,609.2508246470511
42,2026-02-15 00:00:00,Sunday,657.1571906354515
42,2026-02-16 00:00:00,Monday,664.2138694638694
42,2026-02-17 00:00:00,Tuesday,768.2588522588522
42,2026-02-18 00:00:00,Wednesday,1338.991008991009
42,2026-02-19 00:00:00,Thursday,473.2729492729493
42,2026-02-20 00:00:00,Friday,571.134643134643
42,2026-02-21 00:00:00,Saturday,773.8937937062938
42,2026-02-22 00:00:00,Sunday,930.2436273404014
42,2026-02-23 00:00:00,Monday,0.0
42,2026-02-24 00:00:00,Tuesday,922.0889748549323
42,2026-02-25 00:00:00,Wednesday,0.0
42,2026-02-26 00:00:00,Thursday,1006.3370178208888
42,2026-02-27 00:00:00,Friday,1321.1537351537352
42,2026-02-28 00:00:00,Saturday,929.8841783216783
42,2026-03-01 00:00:00,Sunday,690.5467739807362
42,2026-03-02 00:00:00,Monday,2000.065268065268
42,2026-03-03 00:00:00,Tuesday,689.3155876381684
42,2026-03-04 00:00:00,Wednesday,1007.9947552447552
42,2026-03-05 00:00:00,Thursday,628.6983983758176
42,2026-03-06 00:00:00,Friday,866.3627483627483
42,2026-03-07 00:00:00,Saturday,882.1842295635399
42,2026-03-08 00:00:00,Sunday,1959.8925755095968
42,2026-03-09 00:00:00,Monday,611.4558989397699
42,2026-03-10 00:00:00,Tuesday,886.7317127317127
42,2026-03-11 00:00:00,Wednesday,1253.892368501064
42,2026-03-12 00:00:00,Thursday,1085.601173020528
42,2026-03-13 00:00:00,Friday,1065.2021891152326
42,2026-03-14 00:00:00,Saturday,1343.020979020979
42,2026-03-15 00:00:00,Sunday,2437.5162768266214
