seed,date,weekday,expert,gate_score,excess
42,2026-01-29 00:00:00,Thursday,2F_N,0.2301464848220348,553.2644504342618
42,2026-01-30 00:00:00,Friday,3F_N,0.18396503776311873,1202.9411764705883
42,2026-01-31 00:00:00,Saturday,2F_N,0.04975710622966289,240.52672955974845
42,2026-02-01 00:00:00,Sunday,2F_N,1.0756898581981658,775.2620545073376
42,2026-02-02 00:00:00,Monday,2F_N,0.9717089056968689,1164.8462301587301
42,2026-02-03 00:00:00,Tuesday,2F_N,0.7127971112728119,575.2380952380952
42,2026-02-04 00:00:00,Wednesday,2F_N,0.7420295059680938,0.0
42,2026-02-05 00:00:00,Thursday,3F_A,0.7819819450378418,296.4108527131783
42,2026-02-06 00:00:00,Friday,2F_N,0.2679439455270767,997.1428571428571
42,2026-02-07 00:00:00,Saturday,3F_N,0.49606003165245055,1891.2987012987012
42,2026-02-08 00:00:00,Sunday,3F_N,0.06628813482820987,1103.2048596564725
42,2026-02-09 00:00:00,Monday,3F_N,1.0900041818618773,1317.5324675324675
42,2026-02-10 00:00:00,Tuesday,3F_N,0.023544587939977643,1275.240888144114
42,2026-02-11 00:00:00,Wednesday,3F_N,1.0758472383022308,2057.012987012987
42,2026-02-12 00:00:00,Thursday,3F_A,0.9523163437843323,407.25757575757575
42,2026-02-13 00:00:00,Friday,2F_N,0.1362494260072708,431.7460317460318
42,2026-02-14 00:00:00,Saturday,2F_N,0.7810748517513274,310.2867383512545
42,2026-02-15 00:00:00,Sunday,3F_N,0.03883658666163683,435.4112554112554
42,2026-02-16 00:00:00,Monday,3F_N,1.0445710271596909,584.9602010892334
42,2026-02-17 00:00:00,Tuesday,2F_N,1.0434881478548048,792.063492063492
42,2026-02-18 00:00:00,Wednesday,2F_N,0.9317460119724273,1225.3968253968255
42,2026-02-19 00:00:00,Thursday,2F_N,0.5979052484035492,378.3382936507937
42,2026-02-20 00:00:00,Friday,2F_N,0.32404111027717586,635.8730158730159
42,2026-02-21 00:00:00,Saturday,2F_N,0.046938136219978326,693.139880952381
42,2026-02-22 00:00:00,Sunday,3F_A,0.43227720260620117,92.24806201550388
42,2026-02-23 00:00:00,Monday,3F_A,0.001633667852729559,63.98373983739836
42,2026-02-24 00:00:00,Tuesday,3F_N,1.0046242415904998,1057.4780058651027
42,2026-02-25 00:00:00,Wednesday,3F_N,1.0775625854730606,1197.1185064935064
42,2026-02-26 00:00:00,Thursday,2F_N,0.04707632362842559,761.0394265232975
42,2026-02-27 00:00:00,Friday,3F_N,0.15394390895962715,1234.155844155844
42,2026-02-28 00:00:00,Saturday,2F_N,0.07800062298774718,935.3720238095239
42,2026-03-01 00:00:00,Sunday,3F_N,0.39631778597831724,995.4545454545455
42,2026-03-02 00:00:00,Monday,3F_N,0.0604273110628128,1647.7404921700222
42,2026-03-03 00:00:00,Tuesday,2F_N,0.34907164126634593,474.9257552483359
42,2026-03-04 00:00:00,Wednesday,3F_A,0.7920114398002625,753.0253699788583
42,2026-03-05 00:00:00,Thursday,3F_A,0.6804088354110718,34.06828302820384
42,2026-03-06 00:00:00,Friday,2F_N,0.07737638056278229,586.031746031746
42,2026-03-07 00:00:00,Saturday,3F_A,0.03849226236343384,187.00841167738744
42,2026-03-08 00:00:00,Sunday,3F_N,0.6657751441001891,3011.252796420582
42,2026-03-09 00:00:00,Monday,2F_N,0.9444670677185057,571.1981566820276
42,2026-03-10 00:00:00,Tuesday,2F_N,0.09027668237686157,768.2539682539682
42,2026-03-11 00:00:00,Wednesday,3F_N,1.024726191163063,0.0
42,2026-03-12 00:00:00,Thursday,3F_A,0.7144025564193726,154.32558139534882
42,2026-03-13 00:00:00,Friday,2F_N,0.8448731541633605,498.73015873015873
42,2026-03-14 00:00:00,Saturday,2F_N,0.6823314487934112,528.2488479262672
42,2026-03-15 00:00:00,Sunday,3F_A,0.26457828283309937,238.49612403100772
42,2026-03-16 00:00:00,Monday,3F_A,0.1176992654800415,267.4929098128191
42,2026-03-17 00:00:00,Tuesday,3F_N,0.981439259648323,1177.4209012464046
42,2026-03-18 00:00:00,Wednesday,3F_N,0.04630667511373758,0.0
42,2026-03-19 00:00:00,Thursday,2F_N,0.9395594954490661,486.83531746031747
42,2026-03-20 00:00:00,Friday,2F_N,1.09269979596138,825.9190988223246
42,2026-03-21 00:00:00,Saturday,3F_N,1.0790803164243696,1461.4333652924256
42,2026-03-22 00:00:00,Sunday,3F_N,0.16090042144060135,468.5822147651006
42,2026-03-23 00:00:00,Monday,2F_N,1.1222491443157194,382.68353174603175
42,2026-03-24 00:00:00,Tuesday,3F_N,0.6359897941350936,1078.8706317981948
42,2026-03-25 00:00:00,Wednesday,3F_A,0.025421157479286194,-39.635995955510616
42,2026-03-26 00:00:00,Thursday,2F_N,1.06306174993515,535.9623015873016
42,2026-03-27 00:00:00,Friday,3F_A,0.23654311895370483,279.6744186046512
42,2026-03-28 00:00:00,Saturday,2F_N,1.0631890386343001,946.3492063492064
42,2026-03-29 00:00:00,Sunday,3F_N,0.4602184265851974,1487.3322147651006
42,2026-03-30 00:00:00,Monday,2F_N,0.53940851688385,750.7936507936508
42,2026-03-31 00:00:00,Tuesday,3F_N,1.095940139889717,1481.118568232662
42,2026-04-01 00:00:00,Wednesday,3F_N,1.0774943828582764,1704.2351307567692
42,2026-04-02 00:00:00,Thursday,3F_N,1.1156156688928602,1063.9597315436242
42,2026-04-03 00:00:00,Friday,3F_N,1.0054367780685425,791.1825966211525
42,2026-04-04 00:00:00,Saturday,3F_N,0.9268290489912032,607.9454427365231
42,2026-04-05 00:00:00,Sunday,3F_A,0.6399089097976685,323.108527131783
42,2026-04-06 00:00:00,Monday,3F_N,1.114052629470825,873.0493630573249
42,2026-04-07 00:00:00,Tuesday,3F_A,0.83974689245224,240.33073206986253
