seed,date,weekday,expert,gate_score,excess
42,2026-03-31 00:00:00,Tuesday,3F_N,1.095940139889717,1481.118568232662
42,2026-04-01 00:00:00,Wednesday,3F_N,1.0774943828582764,1704.2351307567692
42,2026-04-02 00:00:00,Thursday,3F_A,0.7717370390892029,202.81395348837208
42,2026-04-03 00:00:00,Friday,3F_A,0.7035269737243652,245.90697674418607
42,2026-04-04 00:00:00,Saturday,3F_A,0.6643437743186951,370.9086783891094
42,2026-04-05 00:00:00,Sunday,3F_N,0.19952566996216772,1088.3741069495563
42,2026-04-06 00:00:00,Monday,2F_N,0.5976765811443329,528.3974358974358
42,2026-04-07 00:00:00,Tuesday,3F_A,0.8356039524078369,240.33073206986253
42,2026-04-08 00:00:00,Wednesday,3F_N,1.0713201612234116,1571.6252311485514
77,2026-02-26 00:00:00,Thursday,2F_N,0.2124242067337036,761.0394265232975
77,2026-02-27 00:00:00,Friday,3F_N,0.2233858063817024,1254.155844155844
77,2026-02-28 00:00:00,Saturday,3F_N,0.07783755362033844,1645.7792207792209
77,2026-03-01 00:00:00,Sunday,3F_N,0.6977190554141998,995.4545454545455
77,2026-03-02 00:00:00,Monday,3F_N,0.06483004689216613,1647.7404921700222
77,2026-03-03 00:00:00,Tuesday,2F_N,0.42183601707220075,474.9257552483359
77,2026-03-04 00:00:00,Wednesday,3F_A,0.7892388105392456,753.0253699788583
77,2026-03-05 00:00:00,Thursday,2F_N,0.10758924782276152,452.5345622119815
77,2026-03-06 00:00:00,Friday,3F_N,0.10754731521010398,891.4317673378075
77,2026-03-07 00:00:00,Saturday,3F_A,0.051166243851184845,79.11627906976744
77,2026-03-08 00:00:00,Sunday,3F_N,0.39736282825469965,3011.252796420582
77,2026-03-09 00:00:00,Monday,2F_N,0.8477837264537811,571.1981566820276
77,2026-03-10 00:00:00,Tuesday,2F_N,0.26146593093872067,768.2539682539682
77,2026-03-11 00:00:00,Wednesday,3F_N,1.025886458158493,0.0
77,2026-03-12 00:00:00,Thursday,3F_A,0.5050198435783386,7.218377765173004
77,2026-03-13 00:00:00,Friday,2F_N,0.8391038298606872,498.73015873015873
77,2026-03-14 00:00:00,Saturday,2F_N,0.6412710756063461,528.2488479262672
77,2026-03-15 00:00:00,Sunday,3F_A,0.2864339351654053,94.91888825865001
77,2026-03-16 00:00:00,Monday,3F_N,0.2291671946644783,858.1809766257811
77,2026-03-17 00:00:00,Tuesday,3F_N,1.0480973422527313,1177.4209012464046
77,2026-03-18 00:00:00,Wednesday,3F_N,0.014540251251310109,0.0
77,2026-03-19 00:00:00,Thursday,3F_A,0.3009186387062073,230.34108527131787
77,2026-03-20 00:00:00,Friday,2F_N,1.1193412452936171,830.4761904761905
77,2026-03-21 00:00:00,Saturday,2F_N,1.056150734424591,699.068100358423
77,2026-03-22 00:00:00,Sunday,3F_N,0.20167185887694358,468.5822147651006
77,2026-03-23 00:00:00,Monday,3F_N,0.90710711479187,1344.007670182167
77,2026-03-24 00:00:00,Tuesday,3F_N,0.8784153372049331,1078.8706317981948
77,2026-03-25 00:00:00,Wednesday,3F_A,0.01791480928659439,-39.635995955510616
77,2026-03-26 00:00:00,Thursday,2F_N,1.088095811009407,535.9623015873016
77,2026-03-27 00:00:00,Friday,3F_A,0.15714842081069946,279.6744186046512
77,2026-03-28 00:00:00,Saturday,2F_N,1.1307605564594267,946.3492063492064
77,2026-03-29 00:00:00,Sunday,3F_N,0.40278565585613246,1487.3322147651006
77,2026-03-30 00:00:00,Monday,2F_N,0.7756090462207793,750.7936507936508
77,2026-03-31 00:00:00,Tuesday,3F_N,1.0857450485229492,1481.118568232662
77,2026-04-01 00:00:00,Wednesday,3F_N,1.0787174373865127,1704.2351307567692
77,2026-04-02 00:00:00,Thursday,3F_A,0.8658280372619629,171.14728682170545
77,2026-04-03 00:00:00,Friday,3F_A,0.7955334186553955,245.90697674418607
77,2026-04-04 00:00:00,Saturday,3F_A,0.7041029930114746,370.9086783891094
77,2026-04-05 00:00:00,Sunday,3F_N,0.48679797947406767,1088.3741069495563
77,2026-04-06 00:00:00,Monday,3F_N,0.6997677385807037,873.0493630573249
77,2026-04-07 00:00:00,Tuesday,3F_N,0.9192780256271361,1262.3606687898089
77,2026-04-08 00:00:00,Wednesday,3F_N,1.0799320608377456,749.0445859872611
