iter	PairLogit
194	0.002630725969
195	0.002598170657
196	0.002588860458
197	0.002554532373
198	0.002521759598
199	0.002491027582
200	0.002467241604
201	0.002461814322
202	0.002422141377
203	0.002405010164
204	0.002378854901
205	0.002342046704
206	0.002318218816
207	0.002291267738
208	0.002273966558
209	0.002270047087
210	0.002260900568
211	0.002232356928
212	0.002217926318
213	0.002194525674
214	0.002177817049
215	0.002159427851
216	0.00212173746
217	0.002111244248
218	0.00209116796
219	0.002074972261
220	0.002062186133
221	0.002052872907
222	0.002023408189
223	0.002007097006
224	0.001992302714
225	0.001979553141
226	0.00196363125
227	0.00194661133
228	0.001928133424
229	0.00191320898
230	0.001904418459
231	0.00188899925
232	0.001876750262
233	0.0018555508
234	0.001840463839
235	0.001824774663
236	0.00181525771
237	0.001799519756
238	0.001780998078
239	0.001765152207
240	0.00175316399
241	0.001733703539
242	0.001722584595
243	0.001712641795
244	0.001704488997
245	0.001697309897
246	0.001680106157
247	0.00166852714
248	0.00165400398
249	0.001639828319
250	0.001624093624
251	0.001616391353
252	0.0016082644
253	0.001601421041
254	0.001584823709
255	0.001570863998
256	0.001556071686
257	0.001543356921
258	0.001537535223
259	0.001531724934
260	0.001530498266
261	0.001521403203
262	0.001517693279
263	0.001514745178
264	0.001508127549
265	0.001492248615
266	0.001474499004
267	0.001465156092
268	0.001459365245
269	0.00145249709
270	0.001446577138
271	0.001432326622
272	0.001425207243
273	0.001422165078
274	0.001417407766
275	0.001406642608
276	0.001395626925
277	0.001394281629
278	0.001387300319
279	0.001386618591
280	0.001372136059
281	0.001366065582
282	0.001359837595
283	0.001356792636
284	0.001347701414
285	0.001339554321
286	0.001326292753
287	0.00131697359
288	0.001308342791
289	0.001304638339
290	0.001294763293
291	0.001285011298
292	0.001276923111
293	0.001264221501
294	0.001260482823
295	0.001247375971
296	0.001244299347
297	0.001229821355
298	0.001222904073
299	0.001216154196
300	0.001212746138
301	0.001203843509
302	0.0011946921
303	0.001187352813
304	0.001184503082
305	0.0011780567
306	0.00116985885
307	0.001158993924
308	0.001144592534
309	0.001141256653
310	0.001134935068
311	0.001129159704
312	0.00112461648
313	0.001122196671
314	0.001115002786
315	0.001108198543
316	0.001105952542
317	0.001100953668
318	0.001093921484
319	0.001093736035
320	0.001088035526
321	0.001081470982
322	0.001072165673
323	0.001067426871
324	0.001064611133
325	0.00106085767
326	0.00105454016
327	0.00105023582
328	0.001048843027
329	0.001040515839
330	0.001037856797
331	0.001034201123
332	0.001028726343
333	0.001024262398
334	0.001019891235
335	0.00101734011
336	0.001016087015
337	0.001008824096
338	0.001004705322
339	0.001001114841
340	0.0009962570621
341	0.0009935150156
342	0.0009907310596
343	0.0009847482434
344	0.000980238663
345	0.0009778428357
346	0.0009689370636
347	0.0009639123455
348	0.0009546891088
349	0.0009539669845
350	0.0009505065391
351	0.000944062951
352	0.0009416575776
353	0.0009396494133
354	0.0009377209935
355	0.0009320031386
356	0.0009270660812
357	0.0009254302131
358	0.0009204248199
359	0.0009188469267
360	0.0009140440961
361	0.0009054274997
362	0.0009011526126
363	0.0008977787802
364	0.0008875617059
365	0.0008834267501
366	0.000880861422
367	0.0008781151846
368	0.0008766385727
369	0.000875410391
370	0.0008741965285
371	0.000867431052
372	0.0008646784117
373	0.0008620135486
374	0.0008582166629
375	0.0008533659857
376	0.0008470938774
377	0.0008441596292
378	0.0008400763618
379	0.0008391962619
380	0.0008382953238
381	0.0008351641009
382	0.0008327524411
383	0.0008282904746
384	0.0008247613441
385	0.0008203471079
386	0.0008171431255
387	0.0008141859435
388	0.0008084290894
389	0.0008040104294
390	0.0007996428758
391	0.00079677545
392	0.0007950863801
393	0.0007916928735
394	0.0007880624617
395	0.0007862839848
396	0.0007835852448
397	0.0007782368921
398	0.0007752017118
399	0.0007737819105
400	0.000767357531
401	0.0007654341171
402	0.0007632164052
403	0.0007593927439
404	0.0007562040119
405	0.0007541888626
406	0.0007504998939
407	0.0007461330388
408	0.0007449650439
409	0.0007441820344
410	0.0007366780192
411	0.0007338215364
412	0.0007325046463
413	0.0007305606268
414	0.0007274141535
415	0.0007255302044
416	0.0007224604487
417	0.0007209597388
418	0.0007199830143
419	0.0007192894118
420	0.0007178051164
421	0.000717038638
422	0.0007127012359
423	0.0007107880665
424	0.0007087186677
425	0.0007023543585
426	0.0006969572278
427	0.0006946086651
428	0.0006893267855
429	0.0006866552867
430	0.0006848184858
431	0.0006826646859
432	0.0006797317183
433	0.0006768668536
434	0.0006753222551
435	0.0006722090766
436	0.0006708463188
437	0.0006677878555
438	0.0006653245073
439	0.0006651114672
440	0.0006615583552
441	0.0006583265495
442	0.000654553296
443	0.0006506922655
444	0.0006487253122
445	0.0006451719673
446	0.0006421796279
447	0.0006415134994
448	0.0006410027854
449	0.0006398176774
450	0.0006383721484
451	0.0006367933238
452	0.0006331193727
453	0.0006316713989
454	0.000630935654
455	0.0006305325078
456	0.0006292164326
457	0.0006267536664
458	0.000624666689
459	0.0006222926313
460	0.0006192484871
461	0.0006183163496
462	0.0006157410098
463	0.0006129610119
464	0.0006117685698
465	0.0006099697202
466	0.0006095061544
467	0.0006069343071
468	0.0006055901758
469	0.0006024317117
470	0.0005988948978
471	0.0005958386464
472	0.0005945016164
473	0.000590798445
474	0.0005904649151
475	0.0005886172876
476	0.0005871753674
477	0.000584069523
478	0.000582245877
479	0.0005786692491
480	0.0005765460664
481	0.000575635815
482	0.0005728768883
483	0.0005707897944
484	0.0005682075862
485	0.0005658564623
486	0.0005641320022
487	0.0005628187209
488	0.0005602729507
489	0.0005577588454
490	0.0005558517296
491	0.0005534937372
492	0.0005527115427
493	0.0005503481952
494	0.0005495500518
495	0.0005467004376
496	0.0005463955458
497	0.0005461621331
498	0.0005430432502
499	0.0005422686227
