hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
蒲田7,20250708,atype,A,215,1374052,88300,410.69767441860466,0.5534883720930233,0.386046511627907,0.3540091044398121,0.16300535351670667,-349.049871163443,-0.08520173521641278
蒲田7,20250708,atype,N,498,2507351,453400,910.4417670682731,0.5682730923694779,0.5080321285140562,0.6459908955601878,0.8369946464832934,150.6942214862254,0.03678388166973645
蒲田7,20250708,dd,8,713,3881403,541700,759.7475455820477,0.5638148667601683,0.47124824684431976,1.0,1.0,0.0,0.0
蒲田7,20250708,event_type,weekday,713,3881403,541700,759.7475455820477,0.5638148667601683,0.47124824684431976,1.0,1.0,0.0,0.0
蒲田7,20250708,kakuban_bin,2001-2010,10,65797,24500,2450.0,0.7,0.6,0.01695185993312212,0.04522798597009415,1690.2524544179523,0.12875175315568022
蒲田7,20250708,kakuban_bin,2011-2020,10,44009,1100,110.0,0.4,0.4,0.011338425821796913,0.0020306442680450435,-649.7475455820477,-0.07124824684431974
蒲田7,20250708,kakuban_bin,2021-2030,10,44316,6200,620.0,0.7,0.7,0.011417520932508168,0.011445449510799335,-139.74754558204768,0.2287517531556802
蒲田7,20250708,kakuban_bin,2031-2040,10,43463,12800,1280.0,0.6,0.6,0.011197755038577546,0.023629315119069596,520.2524544179523,0.12875175315568022
蒲田7,20250708,kakuban_bin,2041-2050,10,44847,-10100,-1010.0,0.2,0.1,0.01155432713377096,-0.018645006461140853,-1769.7475455820477,-0.3712482468443198
蒲田7,20250708,kakuban_bin,2051-2060,10,45467,5300,530.0,0.5,0.5,0.0117140631879761,0.009784013291489755,-229.74754558204768,0.028751753155680237
蒲田7,20250708,kakuban_bin,2061-2070,10,41785,39600,3960.0,0.7,0.7,0.010765437137035242,0.07310319364962156,3200.2524544179523,0.2287517531556802
蒲田7,20250708,kakuban_bin,2071-2080,10,48377,-1800,-180.0,0.5,0.5,0.012463792087551847,-0.003322872438619162,-939.7475455820477,0.028751753155680237
蒲田7,20250708,kakuban_bin,2081-2090,10,44932,-8700,-870.0,0.4,0.2,0.011576226431524889,-0.016060550119992616,-1629.7475455820477,-0.27124824684431975
