hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
ヒロキ,20250101,atype,A,66,164169,-4544,-68.84848484848484,0.4393939393939394,0.25757575757575757,0.3241717447366446,0.1438657590628463,90.67171717171718,-0.015151515151515138
ヒロキ,20250101,atype,N,132,342257,-27041,-204.8560606060606,0.3333333333333333,0.2803030303030303,0.6758282552633553,0.8561342409371537,-45.335858585858574,0.007575757575757569
ヒロキ,20250101,dd,1,198,506426,-31585,-159.52020202020202,0.3686868686868687,0.2727272727272727,1.0,1.0,0.0,0.0
ヒロキ,20250101,event_type,weekday,198,506426,-31585,-159.52020202020202,0.3686868686868687,0.2727272727272727,1.0,1.0,0.0,0.0
ヒロキ,20250101,kakuban_bin,2001-2010,8,11943,-2494,-311.75,0.25,0.125,0.023582912409710402,0.07896153237296184,-152.22979797979798,-0.1477272727272727
ヒロキ,20250101,kakuban_bin,2011-2020,7,20191,2150,307.14285714285717,0.5714285714285714,0.42857142857142855,0.03986959595281443,-0.06807028652841539,466.6630591630592,0.15584415584415584
ヒロキ,20250101,kakuban_bin,2021-2030,7,17569,1318,188.28571428571428,0.5714285714285714,0.42857142857142855,0.03469213665965017,-0.041728668671837894,347.8059163059163,0.15584415584415584
ヒロキ,20250101,kakuban_bin,2031-2040,6,16933,-2412,-402.0,0.16666666666666666,0.0,0.033436276968402096,0.07636536330536647,-242.47979797979798,-0.2727272727272727
ヒロキ,20250101,kakuban_bin,2041-2050,1,1263,512,512.0,1.0,1.0,0.0024939477830917055,-0.016210226373278454,671.5202020202021,0.7272727272727273
ヒロキ,20250101,kakuban_bin,2051-2060,8,18826,-706,-88.25,0.375,0.25,0.03717423670980558,0.022352382460028495,71.27020202020202,-0.022727272727272707
ヒロキ,20250101,kakuban_bin,2061-2070,7,20037,-254,-36.285714285714285,0.5714285714285714,0.2857142857142857,0.039565504140782665,0.008041791989868608,123.23448773448774,0.012987012987012991
ヒロキ,20250101,kakuban_bin,2071-2080,5,9837,-2060,-412.0,0.4,0.4,0.019424358149068177,0.06522083267373753,-252.47979797979798,0.12727272727272732
ヒロキ,20250101,kakuban_bin,2081-2090,4,9551,-495,-123.75,0.25,0.25,0.01885961621243775,0.015671996200728195,35.77020202020202,-0.022727272727272707
ヒロキ,20250101,kakuban_bin,2091-2100,1,716,-141,-141.0,0.0,0.0,0.001413829463732115,0.004464144372328637,18.52020202020202,-0.2727272727272727
ヒロキ,20250101,kakuban_bin,2101-2110,7,16970,3773,539.0,0.42857142857142855,0.42857142857142855,0.033509337988175965,-0.11945543770777267,698.5202020202021,0.15584415584415584
ヒロキ,20250101,kakuban_bin,2111-2120,7,12818,-2451,-350.14285714285717,0.42857142857142855,0.42857142857142855,0.025310706796254537,0.07760012664239355,-190.62265512265515,0.15584415584415584
ヒロキ,20250101,kakuban_bin,2121-2130,5,16126,-5631,-1126.2,0.2,0.2,0.03184275688846939,0.1782808295076777,-966.679797979798,-0.0727272727272727
ヒロキ,20250101,kakuban_bin,2131-2140,3,14810,-2786,-928.6666666666666,0.3333333333333333,0.3333333333333333,0.029244154131107012,0.08820642710147222,-769.1464646464647,0.06060606060606061
ヒロキ,20250101,kakuban_bin,2141-2150,1,1004,283,283.0,1.0,1.0,0.0019825206446746416,-0.008959949343042584,442.520202020202,0.7272727272727273
ヒロキ,20250101,kakuban_bin,2151-2160,7,28914,2607,372.42857142857144,0.42857142857142855,0.2857142857142857,0.05709422502004242,-0.08253917999050182,531.9487734487734,0.012987012987012991
ヒロキ,20250101,kakuban_bin,2161-2170,8,28450,1092,136.5,0.375,0.375,0.05617800033963501,-0.034573373436757954,296.020202020202,0.10227272727272729
ヒロキ,20250101,kakuban_bin,2171-2180,8,16630,-4956,-619.5,0.25,0.25,0.032837966455118814,0.15690992559759379,-459.979797979798,-0.022727272727272707
ヒロキ,20250101,kakuban_bin,2181-2190,7,14262,-4185,-597.8571428571429,0.2857142857142857,0.14285714285714285,0.028162061189591373,0.1324996042425202,-438.33694083694087,-0.12987012987012986
ヒロキ,20250101,kakuban_bin,2191-2200,1,2985,-1752,-1752.0,0.0,0.0,0.0058942471358105625,0.055469368371062214,-1592.479797979798,-0.2727272727272727
ヒロキ,20250101,kakuban_bin,2201-2210,7,12347,-6979,-997.0,0.0,0.0,0.02438065976075478,0.2209593161310749,-837.4797979797979,-0.2727272727272727
ヒロキ,20250101,kakuban_bin,2211-2220,7,19851,4693,670.4285714285714,0.7142857142857143,0.5714285714285714,0.03919822441975728,-0.1485831882222574,829.9487734487734,0.2987012987012987
ヒロキ,20250101,kakuban_bin,2221-2230,5,9656,-8187,-1637.4,0.0,0.0,0.019066951538823047,0.25920531898052873,-1477.879797979798,-0.2727272727272727
ヒロキ,20250101,kakuban_bin,2231-2240,6,15570,-6386,-1064.3333333333333,0.3333333333333333,0.16666666666666666,0.030744866969705346,0.20218458128858635,-904.8131313131312,-0.10606060606060605
ヒロキ,20250101,kakuban_bin,2241-2250,1,6407,252,252.0,1.0,0.0,0.012651404153815167,-0.00797847079309799,411.520202020202,-0.2727272727272727
ヒロキ,20250101,kakuban_bin,2251-2260,7,16061,-618,-88.28571428571429,0.42857142857142855,0.2857142857142857,0.03171440644832611,0.01956624980212126,71.23448773448773,0.012987012987012991
