hall,date,axis,axis_value,n_machines,total_games,total_diff,avg_diff,plus_rate,hit104_rate,games_share,share_of_total_diff,excess_vs_hall_day,hit104_lift
ヒロキ,20250101,atype,A,66,164169,-4544,-68.84848484848484,0.4393939393939394,0.25757575757575757,0.3241717447366446,0.1438657590628463,90.67171717171718,-0.015151515151515138
ヒロキ,20250101,atype,N,132,342257,-27041,-204.8560606060606,0.3333333333333333,0.2803030303030303,0.6758282552633553,0.8561342409371537,-45.335858585858574,0.007575757575757569
ヒロキ,20250101,dd,1,198,506426,-31585,-159.52020202020202,0.3686868686868687,0.2727272727272727,1.0,1.0,0.0,0.0
ヒロキ,20250101,event_type,weekday,198,506426,-31585,-159.52020202020202,0.3686868686868687,0.2727272727272727,1.0,1.0,0.0,0.0
ヒロキ,20250101,kakuban_bin,0-2,72,199698,-8758,-121.63888888888889,0.3888888888888889,0.3055555555555556,0.39432809531896074,0.27728352065854045,37.881313131313135,0.03282828282828287
ヒロキ,20250101,kakuban_bin,3-5,55,145712,-25740,-468.0,0.32727272727272727,0.2,0.28772614360242166,0.8149438024378661,-308.479797979798,-0.0727272727272727
ヒロキ,20250101,kakuban_bin,6-9,71,161016,2913,41.028169014084504,0.38028169014084506,0.29577464788732394,0.3179457610786176,-0.09222732309640652,200.54837103428653,0.02304737516005123
ヒロキ,20250101,machine_category,at_smart,57,149497,-19434,-340.94736842105266,0.3684210526315789,0.2982456140350877,0.2952000884630726,0.6152920690201045,-181.42716640085064,0.025518341307814996
ヒロキ,20250101,machine_category,hana_oki,4,7099,-389,-97.25,0.5,0.25,0.014017842685802072,0.012315972771885389,62.27020202020202,-0.022727272727272707
ヒロキ,20250101,machine_category,juggler,62,157070,-4155,-67.01612903225806,0.43548387096774194,0.25806451612903225,0.3101539020508426,0.1315497862909609,92.50407298794396,-0.014662756598240456
ヒロキ,20250101,machine_category,other,75,192760,-7607,-101.42666666666666,0.30666666666666664,0.26666666666666666,0.3806281668002828,0.24084217191704924,58.09353535353536,-0.006060606060606044
ヒロキ,20250101,machine_name,Re:ゼロから始める異世界生活 season2,3,2413,-2133,-711.0,0.0,0.0,0.004764763262549711,0.06753205635586512,-551.4797979797979,-0.2727272727272727
ヒロキ,20250101,machine_name,ToLOVEるダークネス,3,10344,-996,-332.0,0.3333333333333333,0.3333333333333333,0.020425491582185748,0.031533955991768246,-172.47979797979798,0.06060606060606061
ヒロキ,20250101,machine_name,かぐや様は告らせたい,4,11587,-299,-74.75,0.5,0.5,0.022879946922156447,0.009466518917207536,84.77020202020202,0.2272727272727273
ヒロキ,20250101,machine_name,からくりサーカス,4,6490,-7659,-1914.75,0.0,0.0,0.012815297792767353,0.24248852303308532,-1755.229797979798,-0.2727272727272727
ヒロキ,20250101,machine_name,この素晴らしい世界に祝福を！,3,7431,-1411,-470.3333333333333,0.3333333333333333,0.3333333333333333,0.014673417241610818,0.04467310432167168,-310.8131313131313,0.06060606060606061
ヒロキ,20250101,machine_name,ひぐらしのなく頃に祭2,2,2283,-672,-336.0,0.0,0.0,0.004508062382263154,0.021275922114927973,-176.47979797979798,-0.2727272727272727
ヒロキ,20250101,machine_name,アイムジャグラーEX-TP,12,20472,-1817,-151.41666666666666,0.4166666666666667,0.25,0.040424464778664605,0.05752730726610733,8.103535353535364,-0.022727272727272707
ヒロキ,20250101,machine_name,キン肉マン～7人の悪魔超人編～,1,2325,1029,1029.0,1.0,1.0,0.004590996512817272,-0.032578755738483456,1188.520202020202,0.7272727272727273
ヒロキ,20250101,machine_name,クランキークレスト,1,2678,1939,1939.0,1.0,1.0,0.005288038133903078,-0.06138990026911509,2098.520202020202,0.7272727272727273
ヒロキ,20250101,machine_name,ケロット4,1,694,-184,-184.0,0.0,0.0,0.0013703877762990052,0.005825550102896945,-24.47979797979798,-0.2727272727272727
ヒロキ,20250101,machine_name,ゲゲゲの鬼太郎 覚醒,1,560,-720,-720.0,0.0,0.0,0.0011057884073882463,0.022795630837422826,-560.4797979797979,-0.2727272727272727
ヒロキ,20250101,machine_name,ゴジラ対エヴァンゲリオン,3,1736,806,268.6666666666667,0.6666666666666666,0.6666666666666666,0.0034279440629035635,-0.025518442298559443,428.1868686868687,0.3939393939393939
ヒロキ,20250101,machine_name,ゴッドイーター リザレクション,6,23452,-2993,-498.8333333333333,0.16666666666666666,0.16666666666666666,0.046308838803694914,0.09476017096723129,-339.3131313131313,-0.10606060606060605
ヒロキ,20250101,machine_name,ゴーゴージャグラー3,5,12142,1543,308.6,0.6,0.4,0.02397586221876444,-0.04885230330853253,468.12020202020204,0.12727272727272732
ヒロキ,20250101,machine_name,ジャグラーガールズ,3,9100,223,74.33333333333333,0.3333333333333333,0.3333333333333333,0.017969061620059002,-0.007060313439924014,233.85353535353534,0.06060606060606061
ヒロキ,20250101,machine_name,ストライク・ザ・ブラッド,1,5125,2187,2187.0,1.0,1.0,0.010119938549758505,-0.06924172866867184,2346.520202020202,0.7272727272727273
ヒロキ,20250101,machine_name,スマスロ北斗の拳,17,41797,-7650,-450.0,0.29411764705882354,0.23529411764705882,0.08253328225644023,0.24220357764761755,-290.479797979798,-0.03743315508021389
ヒロキ,20250101,machine_name,スマスロ炎炎ノ消防隊,2,4225,-2892,-1446.0,0.0,0.0,0.008342778609313107,0.09156245053031502,-1286.479797979798,-0.2727272727272727
