hall,axis,focus_value,offset_value,n_days,focus_mean_excess,offset_mean_excess,offset_gap,corr_excess,verdict
ヒロキ,atype,A,N,307,143.75343354532302,-63.6922431388639,207.44567668418694,-0.9714113562526201,offset_candidate
ヒロキ,atype,N,A,240,53.13584624673799,-123.52832175105702,176.664167997795,-0.9687776465801908,offset_candidate
ヒロキ,kakuban_bin,3-5,6-9,280,171.71280083596096,-63.737854536239645,235.4506553722006,-0.33427408708710565,offset_candidate
ヒロキ,kakuban_bin,3-5,0-2,280,171.71280083596096,-53.216456050883814,224.92925688684477,-0.3495396042946029,offset_candidate
ヒロキ,kakuban_bin,0-2,3-5,275,126.2876999167944,-79.15858046151361,205.44628037830802,-0.2641090084391745,offset_candidate
ヒロキ,kakuban_bin,0-2,6-9,275,126.2876999167944,-74.63506906326073,200.92276898005514,-0.4933554942766443,offset_candidate
ヒロキ,kakuban_bin,6-9,3-5,261,121.53551084219495,-78.41397798744669,199.94948882964164,-0.3925835804170448,offset_candidate
ヒロキ,kakuban_bin,6-9,0-2,261,121.53551084219495,-66.09575038756954,187.6312612297645,-0.33361489756559976,offset_candidate
ヒロキ,machine_category,bt,other,155,824.637667102924,-23.58516380647471,848.2228309093987,-0.0840269389947697,offset_candidate
ヒロキ,machine_category,bt,at_smart,155,824.637667102924,-13.379620054715023,838.017287157639,0.23718249948206283,no_offset
ヒロキ,machine_category,bt,juggler,155,824.637667102924,20.275733683487164,804.3619334194368,-0.2833144963519134,no_offset
ヒロキ,machine_category,bt,hana_oki,155,824.637667102924,114.39906495238634,710.2386021505376,-0.1605306257291296,no_offset
ヒロキ,machine_category,hana_oki,bt,215,516.9576084649076,-84.66605338369091,601.6236618485985,0.019644839329090738,offset_candidate
ヒロキ,machine_category,hana_oki,other,302,516.9576084649076,-41.571261500671525,558.5288699655791,-0.08218984611431983,offset_candidate
ヒロキ,machine_category,hana_oki,at_smart,302,516.9576084649076,-6.879132863096486,523.8367413280041,0.04293598091425279,offset_candidate
