test_date,variant,window,component,event_type,avg_diff,win_rate,payout_rate,hit@50,lift@50
2025-10-06,v6a_hit_an,90,c1,non_event,-132.0,34.0,93.86884701130384,4.0,1.1424
2025-10-06,v6a_hit_an,90,c2,non_event,224.0,48.0,99.1136620919355,2.0,0.5712
2025-10-06,v6a_hit_an,90,c3,non_event,666.0,48.0,103.50305891831678,8.0,2.2848
2025-10-06,v6a_hit_an,90,c4,non_event,338.0,38.0,100.4873053097387,5.0,1.428
2025-10-06,v6a_hit_an,90,c5,non_event,230.0,40.0,99.09629568097871,5.0,1.428
2025-10-06,v6a_hit_an,90,c6,non_event,392.0,42.0,101.36551939075053,4.0,1.1424
2025-10-06,v6a_hit_an,90,hist_diff,non_event,58.0,40.0,97.8644253113106,1.0,0.2856
2025-10-06,v6a_hit_an,90,hist_payout,non_event,100.0,40.0,99.28579383237356,3.0,0.8568
2025-10-06,v6a_hit_an,90,hist_winrate,non_event,120.0,42.0,97.84043504794361,0.0,0.0
2025-10-06,v6a_hit_an,90,hist_hit_an,non_event,818.0,54.0,108.24825774426508,5.0,1.428
2025-10-06,v8_dynamic,90,c1,non_event,-218.0,32.0,92.60841035325616,4.0,1.1424
2025-10-06,v8_dynamic,90,c2,non_event,266.0,48.0,99.42395845843637,2.0,0.5712
2025-10-06,v8_dynamic,90,c3,non_event,668.0,48.0,103.24443190792674,8.0,2.2848
2025-10-06,v8_dynamic,90,c4,non_event,338.0,38.0,100.4873053097387,5.0,1.428
2025-10-06,v8_dynamic,90,c5,non_event,448.0,48.0,101.75779543598884,4.0,1.1424
2025-10-06,v8_dynamic,90,c6,non_event,22.0,40.0,98.60025970471493,2.0,0.5712
2025-10-06,v8_dynamic,90,hist_diff,non_event,58.0,40.0,97.8644253113106,1.0,0.2856
2025-10-06,v8_dynamic,90,hist_payout,non_event,100.0,40.0,99.28579383237356,3.0,0.8568
2025-10-06,v8_dynamic,90,hist_winrate,non_event,-56.0,38.0,96.68054221094776,0.0,0.0
2025-10-06,v8_dynamic,90,hist_hit_an,non_event,776.0,54.0,107.91324091816578,5.0,1.428
2025-10-07,v6a_hit_an,90,c1,event,162.0,42.0,101.3784157960853,6.0,1.7136
2025-10-07,v6a_hit_an,90,c2,event,414.0,50.0,101.42391278751417,3.0,0.8568
2025-10-07,v6a_hit_an,90,c3,event,-654.0,28.000000000000004,96.98251750823346,3.0,0.8568
2025-10-07,v6a_hit_an,90,c4,event,52.0,44.0,98.6559623552119,4.0,1.1424
2025-10-07,v6a_hit_an,90,c5,event,-266.0,38.0,98.38886682239321,2.0,0.5712
2025-10-07,v6a_hit_an,90,c6,event,270.0,42.0,101.1195173194304,5.0,1.428
2025-10-07,v6a_hit_an,90,hist_diff,event,6.0,42.0,99.23222241642907,5.0,1.428
2025-10-07,v6a_hit_an,90,hist_payout,event,750.0,44.0,106.07113176399332,9.0,2.5704
2025-10-07,v6a_hit_an,90,hist_winrate,event,62.0,46.0,99.5588296588299,2.0,0.5712
2025-10-07,v6a_hit_an,90,hist_hit_an,event,618.0,38.0,104.25032376706604,7.0,1.9992
2025-10-07,v8_dynamic,90,c1,event,222.0,46.0,102.23682386664088,6.0,1.7136
2025-10-07,v8_dynamic,90,c2,event,266.0,46.0,100.27062200549993,3.0,0.8568
2025-10-07,v8_dynamic,90,c3,event,-734.0,28.000000000000004,96.2755272022418,3.0,0.8568
2025-10-07,v8_dynamic,90,c4,event,52.0,44.0,98.6559623552119,4.0,1.1424
2025-10-07,v8_dynamic,90,c5,event,-356.0,36.0,97.75182516907789,2.0,0.5712
2025-10-07,v8_dynamic,90,c6,event,-110.0,38.0,99.43900924686452,3.0,0.8568
2025-10-07,v8_dynamic,90,hist_diff,event,6.0,42.0,99.23222241642907,5.0,1.428
2025-10-07,v8_dynamic,90,hist_payout,event,750.0,44.0,106.07113176399332,9.0,2.5704
2025-10-07,v8_dynamic,90,hist_winrate,event,-8.0,48.0,99.45358470516216,2.0,0.5712
2025-10-07,v8_dynamic,90,hist_hit_an,event,678.0,40.0,104.62006945179748,7.0,1.9992
2025-10-08,v6a_hit_an,90,c1,non_event,124.0,28.000000000000004,98.38259673234909,8.0,2.2848
2025-10-08,v6a_hit_an,90,c2,non_event,270.0,32.0,101.50051721450643,3.0,0.8568
2025-10-08,v6a_hit_an,90,c3,non_event,-116.0,34.0,100.6469909625617,2.0,0.5712
2025-10-08,v6a_hit_an,90,c4,non_event,362.0,46.0,100.3100494217421,6.0,1.7136
2025-10-08,v6a_hit_an,90,c5,non_event,116.0,34.0,101.69895420715953,5.0,1.428
2025-10-08,v6a_hit_an,90,c6,non_event,764.0,48.0,108.09372936474823,4.0,1.1424
2025-10-08,v6a_hit_an,90,hist_diff,non_event,-88.0,30.0,98.55113650650397,2.0,0.5712
2025-10-08,v6a_hit_an,90,hist_payout,non_event,-358.0,20.0,96.7859033177158,4.0,1.1424
2025-10-08,v6a_hit_an,90,hist_winrate,non_event,326.0,44.0,100.08261440755132,2.0,0.5712
2025-10-08,v6a_hit_an,90,hist_hit_an,non_event,296.0,40.0,104.0499979366111,6.0,1.7136
2025-10-08,v8_dynamic,90,c1,non_event,158.0,28.000000000000004,98.05928097227289,8.0,2.2848
2025-10-08,v8_dynamic,90,c2,non_event,146.0,30.0,100.42385690076375,3.0,0.8568
2025-10-08,v8_dynamic,90,c3,non_event,-152.0,34.0,100.195139685436,2.0,0.5712
2025-10-08,v8_dynamic,90,c4,non_event,150.0,44.0,98.83794543470326,5.0,1.428
2025-10-08,v8_dynamic,90,c5,non_event,-260.0,36.0,98.31065435888232,4.0,1.1424
2025-10-08,v8_dynamic,90,c6,non_event,682.0,52.0,106.42718928085365,5.0,1.428
2025-10-08,v8_dynamic,90,hist_diff,non_event,-32.0,32.0,99.78082255751731,2.0,0.5712
2025-10-08,v8_dynamic,90,hist_payout,non_event,-358.0,20.0,96.7859033177158,4.0,1.1424
2025-10-08,v8_dynamic,90,hist_winrate,non_event,326.0,44.0,100.08261440755133,2.0,0.5712
2025-10-08,v8_dynamic,90,hist_hit_an,non_event,268.0,38.0,102.45573541714522,6.0,1.7136
2025-10-09,v6a_hit_an,90,c1,non_event,-178.0,36.0,97.26999937190604,4.0,1.1424
2025-10-09,v6a_hit_an,90,c2,non_event,74.0,36.0,106.10778278774232,4.0,1.1424
2025-10-09,v6a_hit_an,90,c3,non_event,240.0,36.0,96.85749295265717,5.0,1.428
2025-10-09,v6a_hit_an,90,c4,non_event,-216.0,36.0,95.63877974575729,3.0,0.8568
2025-10-09,v6a_hit_an,90,c5,non_event,426.0,44.0,99.0769196827508,5.0,1.428
2025-10-09,v6a_hit_an,90,c6,non_event,526.0,40.0,97.44723856498572,7.0,1.9992
2025-10-09,v6a_hit_an,90,hist_diff,non_event,366.0,48.0,100.8526360382983,4.0,1.1424
2025-10-09,v6a_hit_an,90,hist_payout,non_event,370.0,48.0,108.8270254870911,5.0,1.428
2025-10-09,v6a_hit_an,90,hist_winrate,non_event,86.0,38.0,97.28730710357279,0.0,0.0
2025-10-09,v6a_hit_an,90,hist_hit_an,non_event,262.0,42.0,108.27191503737863,4.0,1.1424
2025-10-09,v8_dynamic,90,c1,non_event,-178.0,36.0,97.26999937190601,4.0,1.1424
2025-10-09,v8_dynamic,90,c2,non_event,6.0,36.0,105.80150269594832,3.0,0.8568
2025-10-09,v8_dynamic,90,c3,non_event,68.0,32.0,95.31217758896977,5.0,1.428
2025-10-09,v8_dynamic,90,c4,non_event,-216.0,36.0,95.63877974575729,3.0,0.8568
2025-10-09,v8_dynamic,90,c5,non_event,422.0,44.0,98.92104124735842,5.0,1.428
2025-10-09,v8_dynamic,90,c6,non_event,-184.0,36.0,96.57021109180279,3.0,0.8568
2025-10-09,v8_dynamic,90,hist_diff,non_event,366.0,48.0,100.8526360382983,4.0,1.1424
2025-10-09,v8_dynamic,90,hist_payout,non_event,370.0,48.0,108.8270254870911,5.0,1.428
2025-10-09,v8_dynamic,90,hist_winrate,non_event,86.0,38.0,97.28730710357279,0.0,0.0
2025-10-09,v8_dynamic,90,hist_hit_an,non_event,262.0,42.0,108.27191503737866,4.0,1.1424
2025-10-10,v6a_hit_an,90,c1,non_event,20.0,44.0,102.33602128438099,2.0,0.5712
2025-10-10,v6a_hit_an,90,c2,non_event,-432.0,34.0,93.69001854189263,1.0,0.2856
2025-10-10,v6a_hit_an,90,c3,non_event,66.0,38.0,97.34596548854714,1.0,0.2856
2025-10-10,v6a_hit_an,90,c4,non_event,212.0,44.0,98.55426460572829,3.0,0.8568
2025-10-10,v6a_hit_an,90,c5,non_event,182.0,44.0,101.08504493058294,1.0,0.2856
2025-10-10,v6a_hit_an,90,c6,non_event,202.0,36.0,100.6220113570714,5.0,1.428
2025-10-10,v6a_hit_an,90,hist_diff,non_event,280.0,42.0,99.42297366968474,3.0,0.8568
2025-10-10,v6a_hit_an,90,hist_payout,non_event,-114.0,40.0,96.69786934457775,2.0,0.5712
2025-10-10,v6a_hit_an,90,hist_winrate,non_event,-276.0,40.0,95.36258183660797,0.0,0.0
2025-10-10,v6a_hit_an,90,hist_hit_an,non_event,-856.0,32.0,93.51713434529589,0.0,0.0
2025-10-10,v8_dynamic,90,c1,non_event,-28.0,42.0,102.14885340606435,2.0,0.5712
2025-10-10,v8_dynamic,90,c2,non_event,-350.0,32.0,93.63599122005671,1.0,0.2856
2025-10-10,v8_dynamic,90,c3,non_event,180.0,40.0,98.47184494356225,2.0,0.5712
2025-10-10,v8_dynamic,90,c4,non_event,280.0,44.0,99.81073218981072,3.0,0.8568
2025-10-10,v8_dynamic,90,c5,non_event,108.0,40.0,99.54741086081853,1.0,0.2856
2025-10-10,v8_dynamic,90,c6,non_event,-132.0,34.0,98.89397312234108,3.0,0.8568
2025-10-10,v8_dynamic,90,hist_diff,non_event,280.0,42.0,99.42297366968474,3.0,0.8568
2025-10-10,v8_dynamic,90,hist_payout,non_event,-114.0,40.0,96.69786934457775,2.0,0.5712
2025-10-10,v8_dynamic,90,hist_winrate,non_event,-220.0,42.0,97.2786912086689,0.0,0.0
2025-10-10,v8_dynamic,90,hist_hit_an,non_event,-820.0,34.0,94.02147668433157,0.0,0.0
2025-10-11,v6a_hit_an,90,c1,event,-380.0,36.0,96.28681616796807,4.0,1.1424
2025-10-11,v6a_hit_an,90,c2,event,-502.0,30.0,95.62613899254137,4.0,1.1424
2025-10-11,v6a_hit_an,90,c3,event,-738.0,34.0,92.62089209147085,4.0,1.1424
