condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,high_anomaly,33,11,0.9696969696969697,1.0,1824.2424242424242,0.0,0.0,9720.0,0.8571428571428571,0.0,0.030303030303030304
anomaly_direction,low_anomaly,24,8,1.0,1.0,137.5,0.0,0.0,849.9999999999978,1.0,,0.0
anomaly_direction,normal,372,124,0.9919354838709677,0.9946236559139785,702.4193548387096,0.0,0.0,3744.999999999999,0.8235294117647058,0.0,0.008064516129032258
difficulty_failure,hit_day,417,139,1.0,1.0,629.2565947242206,0.0,0.0,3179.9999999999955,1.0,,0.0
difficulty_failure,miss_day,12,4,0.6666666666666666,0.8333333333333334,5200.0,850.0,6450.0,20654.999999999993,0.2,0.0,0.3333333333333333
pred_span_quartile,Q1,106,84,0.9716981132075472,0.9811320754716981,2448.1132075471696,0.0,2275.0,13975.0,0.8,0.0,0.02830188679245283
pred_span_quartile,Q2,107,82,1.0,1.0,452.33644859813086,0.0,0.0,2329.99999999999,1.0,,0.0
pred_span_quartile,Q3,108,79,0.9907407407407407,1.0,154.62962962962962,0.0,0.0,600.0,0.5,0.0,0.009259259259259259
pred_span_quartile,Q4,108,83,1.0,1.0,1.8518518518518519,0.0,0.0,0.0,,,0.0
weekday,Friday,63,21,1.0,1.0,753.968253968254,0.0,0.0,4129.999999999999,1.0,,0.0
weekday,Monday,60,20,1.0,1.0,685.0,0.0,0.0,3064.9999999999905,1.0,,0.0
weekday,Saturday,63,21,1.0,1.0,117.46031746031746,0.0,0.0,969.9999999999995,1.0,,0.0
weekday,Sunday,60,20,0.9666666666666667,0.9833333333333333,786.6666666666666,0.0,0.0,2664.999999999979,0.3333333333333333,0.0,0.03333333333333333
weekday,Thursday,63,21,0.9841269841269841,1.0,549.2063492063492,0.0,0.0,3499.9999999999986,0.8,0.0,0.015873015873015872
weekday,Tuesday,60,20,1.0,1.0,1111.6666666666667,0.0,0.0,5905.0,1.0,,0.0
weekday,Wednesday,60,20,0.9833333333333333,0.9833333333333333,1338.3333333333333,0.0,0.0,7534.999999999998,0.8333333333333334,0.0,0.016666666666666666
