hall,machine_name,outcome,window0_range,window0_n,window0_p,window0_effect,window0_top_dd,window1_range,window1_n,window1_p,window1_effect,window1_top_dd,n_common_dd_levels,spearman_rho,spearman_p,recent_significant,consistent_with_prior_window,note
蒲田1,スマスロ北斗の拳,hit104,2026-04-02..2026-06-30,884.0,3.0327703473633715e-05,0.2167467586223528,17.0,2026-01-02..2026-04-01,970.0,0.0007696982097547,0.1777308630889836,1.0,31.0,0.0677641005031893,0.7171975705553185,True,False,
蒲田1,スマスロ北斗の拳,plus,2026-04-02..2026-06-30,884.0,0.0001715142750175,0.2013479537859585,17.0,2026-01-02..2026-04-01,970.0,0.0010071495512756,0.1749140661864552,1.0,31.0,0.1837805161463534,0.3223403845848505,True,False,
蒲田1,北斗の拳 転生の章2,hit104,2026-04-02..2026-06-30,1422.0,0.157843048486551,0.0734683242143338,18.0,2026-02-05..2026-04-01,947.0,0.0693403121598609,0.1132302359559417,7.0,31.0,-0.1974483089820686,0.2870141007061829,False,False,
蒲田1,北斗の拳 転生の章2,plus,2026-04-02..2026-06-30,1422.0,0.0709163770510983,0.0919936058319954,11.0,2026-02-05..2026-04-01,947.0,0.1215788393552317,0.098380154239633,7.0,31.0,-0.1521967097289369,0.4137283852006458,False,False,
蒲田7,スマスロ北斗の拳,hit104,2026-04-02..2026-06-30,907.0,0.3806582035142395,0.0426507966182354,2.0,2026-01-02..2026-04-01,1547.0,0.0073967935113546,0.1195573463970286,10.0,30.0,-0.182020720746148,0.3357080845527948,False,False,
蒲田7,スマスロ北斗の拳,plus,2026-04-02..2026-06-30,907.0,0.0923230329744151,0.1075267906600217,2.0,2026-01-02..2026-04-01,1547.0,0.0022225952210018,0.1315505974904479,10.0,30.0,-0.2177644381322538,0.2476803528571809,False,False,
蒲田7,北斗の拳 転生の章2,hit104,2026-04-02..2026-06-30,2182.0,0.2950037299665876,0.0404390807626897,17.0,2026-02-04..2026-04-01,1479.0,0.2781169144078917,0.0523328671386377,19.0,30.0,-0.014640762975994,0.93879277266895,False,False,
蒲田7,北斗の拳 転生の章2,plus,2026-04-02..2026-06-30,2182.0,0.1586122515008996,0.0587092127305367,1.0,2026-02-04..2026-04-01,1479.0,0.3002740809825208,0.0486860687431186,27.0,30.0,0.1364625396726372,0.4721096291364896,False,False,
みとや,北斗の拳 転生の章2,hit104,2026-04-02..2026-06-30,1243.0,0.2281842500447895,0.0652265353661633,1.0,2026-02-04..2026-04-01,949.0,0.0829620900631768,0.108744379310138,30.0,30.0,0.2150898752070859,0.2536789128437974,False,False,
みとや,北斗の拳 転生の章2,plus,2026-04-02..2026-06-30,1243.0,0.0544710585601008,0.1027944294304503,1.0,2026-02-04..2026-04-01,949.0,0.0599242181758753,0.1164603634853416,29.0,30.0,0.2065049739461735,0.2735747196454573,False,False,
レイトギャップ,スマスロ北斗の拳,hit104,2026-04-02..2026-06-30,545.0,0.8131603848952969,0.0,2.0,2026-01-02..2026-04-01,1166.0,0.0051263504052841,0.1421731077058385,17.0,31.0,0.0256306807824639,0.8911387211713913,False,False,
レイトギャップ,スマスロ北斗の拳,plus,2026-04-02..2026-06-30,545.0,0.8666631950267947,0.0,31.0,2026-01-02..2026-04-01,1166.0,0.0030825801342161,0.1479874880696013,13.0,31.0,-0.0518929963005805,0.78159472971643,False,False,
