condition,difficulty,n_pairs,n_days,hit_at_2_mean,hit_at_3_mean,loss_mean,loss_p50,loss_p75,loss_p95,rank2_rescue_rate,rank3_rescue_rate,critical_miss_rate
anomaly_direction,high_anomaly,33,11,0.9696969696969697,1.0,1824.2424242424242,0.0,0.0,9720.0,0.8571428571428571,0.0,0.030303030303030304
anomaly_direction,low_anomaly,24,8,1.0,1.0,137.5,0.0,0.0,849.9999999999978,1.0,,0.0
anomaly_direction,normal,378,126,0.9920634920634921,0.9947089947089947,691.2698412698413,0.0,0.0,3714.9999999999977,0.8235294117647058,0.0,0.007936507936507936
difficulty_failure,hit_day,423,141,1.0,1.0,620.3309692671395,0.0,0.0,3089.9999999999977,1.0,,0.0
difficulty_failure,miss_day,12,4,0.6666666666666666,0.8333333333333334,5200.0,850.0,6450.0,20654.999999999993,0.2,0.0,0.3333333333333333
pred_span_quartile,Q1,107,85,0.9719626168224299,0.9813084112149533,2425.233644859813,0.0,2250.0,13769.999999999953,0.8,0.0,0.028037383177570093
pred_span_quartile,Q2,109,84,1.0,1.0,444.0366972477064,0.0,0.0,2239.999999999995,1.0,,0.0
pred_span_quartile,Q3,109,79,0.9908256880733946,1.0,153.21100917431193,0.0,0.0,600.0,0.5,0.0,0.009174311926605505
pred_span_quartile,Q4,110,84,1.0,1.0,1.8181818181818181,0.0,0.0,0.0,,,0.0
weekday,Friday,63,21,1.0,1.0,753.968253968254,0.0,0.0,4129.999999999999,1.0,,0.0
weekday,Monday,63,21,1.0,1.0,652.3809523809524,0.0,0.0,2749.9999999999977,1.0,,0.0
weekday,Saturday,63,21,1.0,1.0,117.46031746031746,0.0,0.0,969.9999999999995,1.0,,0.0
weekday,Sunday,63,21,0.9682539682539683,0.9841269841269841,749.2063492063492,0.0,0.0,2199.9999999999986,0.3333333333333333,0.0,0.031746031746031744
weekday,Thursday,63,21,0.9841269841269841,1.0,549.2063492063492,0.0,0.0,3499.9999999999986,0.8,0.0,0.015873015873015872
weekday,Tuesday,60,20,1.0,1.0,1111.6666666666667,0.0,0.0,5905.0,1.0,,0.0
weekday,Wednesday,60,20,0.9833333333333333,0.9833333333333333,1338.3333333333333,0.0,0.0,7534.999999999998,0.8333333333333334,0.0,0.016666666666666666
