date,weekday,mode,bt_mean_diff,bt_min_digit_mean,bt_max_digit_mean,bt_digit_range,n_valid_digits
2025-09-13,土,normal,27.331058020477816,-316.82758620689657,321.06666666666666,637.8942528735632,10
2025-09-14,日,normal,134.2457337883959,-617.4827586206897,755.1428571428571,1372.6256157635466,10
2025-09-15,月,normal,-95.9283276450512,-547.5172413793103,283.96666666666664,831.4839080459769,10
2025-09-16,火,normal,70.54982817869416,-58.0,546.2758620689655,604.2758620689655,10
2025-09-17,水,normal,-28.367697594501717,-248.55172413793105,462.0,710.551724137931,10
2025-09-18,木,normal,-66.96563573883161,-405.55172413793105,217.86666666666667,623.4183908045977,10
2025-09-19,金,normal,90.21305841924399,-286.41379310344826,681.925925925926,968.3397190293742,10
2025-09-20,土,normal,2.8831615120274914,-510.3076923076923,288.03333333333336,798.3410256410257,10
2025-09-21,日,normal,-65.32646048109966,-189.3448275862069,141.3793103448276,330.7241379310345,10
2025-09-22,月,normal,87.10996563573883,-264.0689655172414,348.9655172413793,613.0344827586207,10
2025-09-23,火,normal,-124.04810996563575,-415.92857142857144,328.3103448275862,744.2389162561576,10
2025-09-24,水,normal,44.00687285223368,-321.29411764705884,498.85714285714283,820.1512605042017,10
2025-09-25,木,normal,116.94845360824742,-357.8965517241379,450.2647058823529,808.1612576064908,10
2025-09-26,金,normal,-3.4467353951890036,-493.9655172413793,337.3103448275862,831.2758620689656,10
2025-09-27,土,normal,-53.92783505154639,-699.3,523.7352941176471,1223.035294117647,10
2025-09-28,日,normal,14.965635738831615,-407.1,350.64285714285717,757.7428571428572,10
2025-09-29,月,normal,100.01030927835052,-213.24137931034483,559.8214285714286,773.0628078817733,10
2025-09-30,火,normal,10.762886597938145,-355.52941176470586,617.7586206896551,973.288032454361,10
2025-10-01,水,normal,-22.972508591065292,-286.2758620689655,532.3703703703703,818.6462324393358,10
2025-10-02,木,normal,47.18900343642612,-401.7857142857143,429.2068965517241,830.9926108374384,10
2025-10-03,金,normal,-9.975694444444445,-228.35294117647058,244.7037037037037,473.0566448801743,10
2025-10-04,土,normal,-48.267361111111114,-399.7142857142857,436.85185185185185,836.5661375661375,10
2025-10-05,日,normal,-129.55902777777777,-316.62068965517244,90.17857142857143,406.7992610837439,10
2025-10-06,月,normal,96.49442379182156,-422.55555555555554,496.0,918.5555555555555,10
2025-10-07,火,normal,-18.174242424242426,-382.0,316.76,698.76,10
2025-10-08,水,normal,-23.234848484848484,-222.76923076923077,332.7037037037037,555.4729344729344,10
2025-10-09,木,normal,25.478927203065133,-278.75,833.4782608695652,1112.2282608695652,10
2025-10-10,金,normal,111.03065134099617,-181.25,968.1481481481482,1149.3981481481483,10
2025-10-11,土,normal,72.04214559386973,-444.64,418.04,862.6800000000001,10
2025-10-12,日,normal,87.25603864734299,-407.25,487.59090909090907,894.840909090909,10
2025-10-13,月,normal,22.896551724137932,-445.1111111111111,452.375,897.4861111111111,10
2025-10-14,火,normal,119.77692307692308,-123.625,392.11538461538464,515.7403846153846,10
2025-10-15,水,normal,67.07307692307693,-328.72,551.52,880.24,10
2025-10-16,木,normal,50.28076923076923,-190.73076923076923,406.1666666666667,596.8974358974359,10
2025-10-17,金,normal,-62.07692307692308,-340.35714285714283,206.0909090909091,546.4480519480519,10
2025-10-18,土,normal,-77.04230769230769,-546.375,406.88,953.255,10
2025-10-19,日,normal,69.63076923076923,-274.2692307692308,429.16,703.4292307692308,10
2025-10-20,月,normal,115.23220973782772,-116.55555555555556,465.15384615384613,581.7094017094017,10
2025-10-21,火,normal,-39.47211895910781,-211.33333333333334,183.80769230769232,395.14102564102564,10
2025-10-22,水,normal,190.9191176470588,-246.5,489.4166666666667,735.9166666666667,10
2025-10-23,木,normal,93.6875,-121.3076923076923,306.44,427.7476923076923,10
2025-10-24,金,normal,30.794117647058822,-158.60714285714286,389.6363636363636,548.2435064935065,10
2025-10-25,土,normal,159.85294117647058,-136.6,641.96,778.5600000000001,10
2025-10-26,日,normal,0.7867647058823529,-617.84,426.39285714285717,1044.2328571428573,10
2025-10-27,月,normal,218.85294117647058,-52.67857142857143,570.1034482758621,622.7820197044335,10
2025-10-28,火,normal,28.283088235294116,-347.42857142857144,247.32,594.7485714285715,10
2025-10-29,水,normal,-4.139705882352941,-214.52,172.5,387.02,10
2025-10-30,木,normal,224.06985294117646,6.785714285714286,561.2692307692307,554.4835164835164,10
2025-10-31,金,normal,26.143382352941178,-439.3333333333333,349.39285714285717,788.7261904761905,10
